product_id,Product_1,Product_10,Product_11,Product_12,Product_13,Product_14,Product_15,Product_16,Product_17,Product_18,Product_19,Product_2,Product_20,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9
Product_1,1.0000000000000007,0.34062704227743285,0.35290370938410753,0.3536667453222502,0.2938063163158948,0.33768844941668774,0.3963175722533536,0.34292857634687496,0.3506357988083785,0.3521147772874361,0.3853998019394449,0.32239667407213335,0.3777354127782541,0.38347966350812684,0.35057305713300246,0.39428817635949254,0.340672302870029,0.3097923812958028,0.36957941555880824,0.31025585448701354
Product_10,0.34062704227743285,1.0000000000000004,0.3619827671475927,0.36276543350381785,0.3341860426195876,0.3014407107527728,0.40778950006470926,0.41647597254004587,0.36266265680805254,0.3853242403449554,0.3453428615464047,0.3486241023509667,0.36843719569603584,0.3401835350179788,0.3437539727713478,0.3539435048944272,0.33641356728289484,0.2903420223761697,0.38074068606961786,0.35908514487848714
Product_11,0.35290370938410753,0.3619827671475927,0.9999999999999998,0.35421248924261994,0.3651403893150459,0.3115658269913887,0.41575681003081355,0.31756770369390025,0.4041781866943971,0.33120867903893886,0.43155604563142813,0.35649424332033897,0.35755692714804693,0.3766670848962494,0.37326167397056936,0.3347952666009708,0.33318745641228575,0.29891906566603155,0.29645696340721206,0.3531586484598259
Product_12,0.3536667453222502,0.36276543350381785,0.35421248924261994,0.9999999999999988,0.3227456110670737,0.34560858873970557,0.43893680059118034,0.3449609950496428,0.3800207777806079,0.3340662571147182,0.37957823534111323,0.34361160146629816,0.32827653821627767,0.3863634188402437,0.34601357264226684,0.36602088993120163,0.3944146564520318,0.33148627883917087,0.3380027427027005,0.35626609148325683
Product_13,0.2938063163158948,0.3341860426195876,0.3651403893150459,0.3227456110670737,0.9999999999999988,0.3128531367485749,0.32755013258505095,0.34587086928460814,0.3727601226718965,0.4204976719796266,0.3116169301131688,0.2962965077648409,0.3519925560848882,0.373061739620475,0.27004620640403615,0.3591784066888096,0.29414696143473135,0.3300317588260052,0.3006672941628218,0.36671708687269094
Product_14,0.33768844941668774,0.3014407107527728,0.3115658269913887,0.34560858873970557,0.3128531367485749,0.9999999999999996,0.4367312511713777,0.31124366069595233,0.35332021328438357,0.3277791412571929,0.30398846486990877,0.28816896828158944,0.36658314486585114,0.3496562451513566,0.32438477642799324,0.3142869775822009,0.3602896056106669,0.3163560538515823,0.36034845124070836,0.35101712888097514
Product_15,0.3963175722533536,0.40778950006470926,0.41575681003081355,0.43893680059118034,0.32755013258505095,0.4367312511713777,0.9999999999999987,0.35051569387584564,0.37244807914740885,0.3549046030284989,0.38599591252410825,0.35605099390192546,0.41645424418706034,0.36114497979713966,0.3369280729837794,0.39920349637066815,0.3990839144784738,0.3538649650402204,0.3435025878460076,0.33536940835384754
Product_16,0.34292857634687496,0.41647597254004587,0.31756770369390025,0.3449609950496428,0.34587086928460814,0.31124366069595233,0.35051569387584564,1.0000000000000002,0.31352771620825187,0.35890200672130124,0.32641996502331405,0.34394458419860463,0.32327392654619924,0.33561731307142884,0.34375397277134767,0.35394350489442716,0.32028414967344104,0.338311573899189,0.3276140787110666,0.34944527521731983
Product_17,0.3506357988083785,0.36266265680805254,0.4041781866943971,0.3800207777806079,0.3727601226718965,0.35332021328438357,0.37244807914740885,0.31352771620825187,1.0000000000000009,0.39398429332678797,0.3313376382222292,0.3516746411483254,0.37914815402516605,0.3571667564330503,0.36868504802446067,0.4054176987389279,0.35811029964476604,0.3046117433118413,0.3644007774423882,0.3425141741417632
Product_18,0.3521147772874361,0.3853242403449554,0.33120867903893886,0.3340662571147182,0.4204976719796266,0.3277791412571929,0.3549046030284989,0.35890200672130124,0.39398429332678797,0.9999999999999987,0.3527760107524043,0.31293609584242027,0.3728113223433246,0.3778550122129257,0.381650074886691,0.39876617060193675,0.3902141676335794,0.3449610974112315,0.39191183938311336,0.37797971582728296
